ES,CZ,Order,Sentence,SentenceT,L
erradicar,vyhladit,4807,Necesito erradicar antes de salir.,Potřebuji vyhladit před odchodem.,ne
erradicar,vykořenit,4808,Me gusta erradicar cuando tengo tiempo.,"Když mám čas, baví mě vykořenit.",ne
mantener / mantenimiento,udržovat,4809,Vamos a mantener un momento.,Pojďme udržovat na chvilku.,ne
mantener / mantenimiento,udržet si,4810,Intento mantener mejor cada día.,Snažím se udržet si každý den lépe.,ne
mantener / mantenimiento,zachovat si / údržba,4811,"Quiero mantener hoy, sin prisa.","Dnes chci zachovat si, bez spěchu.",ne
la semilla,semeno,4812,"Aquí está la semilla, justo delante.","Tady je semeno, přímo před námi.",ne
la semilla,semínko,4813,En la caja hay la semilla.,V krabici je semínko.,ne
la semilla,jádro,4814,Necesito la semilla para este trabajo.,Na tuhle práci potřebuji jádro.,ne
la pulpa,dužina,4815,Hoy vemos la pulpa por primera vez.,Dnes poprvé vidíme dužina.,ne
la pulpa,dužnina,4816,En el mapa aparece la pulpa.,Na mapě je dužnina.,ne
la pulpa,dřeň,4817,"Aquí está la pulpa, justo delante.","Tady je dřeň, přímo před námi.",ne
la hormona de crecimiento,biol. růstový hormon,4818,En la caja hay la hormona de crecimiento.,V krabici je biol. růstový hormon.,ne
45 por ciento,čtyřicet pět 45%,4819,Hoy digo: 45 por ciento.,Dnes říkám: čtyřicet pět%.,ne
enfatizar,zdůraznit,4820,Intento enfatizar mejor cada día.,Snažím se zdůraznit každý den lépe.,ne
enfatizar,podtrhnout,4821,"Quiero enfatizar hoy, sin prisa.","Dnes chci podtrhnout, bez spěchu.",ne
detener,zadržet,4822,Necesito detener antes de salir.,Potřebuji zadržet před odchodem.,ne
detener,zdržet,4823,Me gusta detener cuando tengo tiempo.,"Když mám čas, baví mě zdržet.",ne
detener,zatknout,4824,Vamos a detener un momento.,Pojďme zatknout na chvilku.,ne
detener,zastavit,4825,Intento detener mejor cada día.,Snažím se zastavit každý den lépe.,ne
reemplazar,nahradit,4826,"Quiero reemplazar hoy, sin prisa.","Dnes chci nahradit, bez spěchu.",ne
reemplazar,vyměnit,4827,Necesito reemplazar antes de salir.,Potřebuji vyměnit před odchodem.,ne
reemplazar,zastoupit,4828,Me gusta reemplazar cuando tengo tiempo.,"Když mám čas, baví mě zastoupit.",ne
agregar,přidat,4829,Vamos a agregar un momento.,Pojďme přidat na chvilku.,ne
agregar,připojit (poznámku),4830,Intento agregar mejor cada día.,Snažím se připojit každý den lépe.,ne
agregar,dodat,4831,"Quiero agregar hoy, sin prisa.","Dnes chci dodat, bez spěchu.",ne
agregar,sdružit,4832,Necesito agregar antes de salir.,Potřebuji sdružit před odchodem.,ne
la nota / sacar nota,poznámka,4833,En la caja hay la nota.,V krabici je poznámka.,ne
la nota / sacar nota,vzkaz,4834,Necesito la nota para este trabajo.,Na tuhle práci potřebuji vzkaz.,ne
la nota / sacar nota,známka (hodnocení),4835,Hoy vemos la nota por primera vez.,Dnes poprvé vidíme známka.,ne
la nota / sacar nota,nota / dostat známku,4836,En el mapa aparece la nota.,Na mapě je nota.,ne
nota explicativa / nota a pie de página,vysvětlivka / poznámka pod čarou,4837,nota explicativa es importante para este tema.,vysvětlivka je důležité pro tohle téma.,ne
el anuncio / poner anuncio,oznámení,4838,En la caja hay el anuncio.,V krabici je oznámení.,ne
el anuncio / poner anuncio,ohlášení,4839,Necesito el anuncio para este trabajo.,Na tuhle práci potřebuji ohlášení.,ne
el anuncio / poner anuncio,inzerát / dát si inzerát,4840,Hoy vemos el anuncio por primera vez.,Dnes poprvé vidíme inzerát.,ne
ahorrar / ahorrador,ušetřit,4841,"Quiero ahorrar hoy, sin prisa.","Dnes chci ušetřit, bez spěchu.",ne
ahorrar / ahorrador,šetřit,4842,Necesito ahorrar antes de salir.,Potřebuji šetřit před odchodem.,ne
ahorrar / ahorrador,uspořit / šetřivý,4843,Me gusta ahorrar cuando tengo tiempo.,"Když mám čas, baví mě uspořit.",ne
ahorrar / ahorrador,spořivý člověk,4844,Vamos a ahorrar un momento.,Pojďme spořivý člověk na chvilku.,ne
autoridades administrativas,správní úřady,4845,Ahora mismo pienso en autoridades administrativas.,Teď myslím na tohle: správní úřady.,ne
actuar,jednat,4846,"Quiero actuar hoy, sin prisa.","Dnes chci jednat, bez spěchu.",ne
actuar,konat,4847,Necesito actuar antes de salir.,Potřebuji konat před odchodem.,ne
actuar,počínat si,4848,Me gusta actuar cuando tengo tiempo.,"Když mám čas, baví mě počínat si.",ne
actuar en (el) nombre de algn / actuar sin vacilar,jednat jménem koho / jednat bez zaváhání,4849,Vamos a actuar en nombre de algn un momento.,Pojďme jednat jménem koho na chvilku.,ne
advertir / advertir de algo,zjistit,4850,Intento advertir mejor cada día.,Snažím se zjistit každý den lépe.,ne
advertir / advertir de algo,zpozorovat / upozornit na,4851,"Quiero advertir hoy, sin prisa.","Dnes chci zpozorovat, bez spěchu.",ne
advertir / advertir de algo,varovat před čím,4852,Necesito advertir antes de salir.,Potřebuji varovat před čím před odchodem.,ne
la advertencia,výstraha,4853,En la caja hay la advertencia.,V krabici je výstraha.,ne
la advertencia,upozornění,4854,Necesito la advertencia para este trabajo.,Na tuhle práci potřebuji upozornění.,ne
la advertencia,varování,4855,Hoy vemos la advertencia por primera vez.,Dnes poprvé vidíme varování.,ne
reacción en cadena / reacción alérgica,řetězová reakce / alergická reakce,4856,Hoy hablamos de reacción en cadena un momento.,Dnes chvíli mluvíme o tomhle: řetězová reakce.,ne
copioso,hojný,4857,Hoy el día está copioso.,Dnes je den hojný.,ne
copioso,početný,4858,Su voz suena copioso.,Jeho/její hlas zní početný.,ne
copioso,bohatý,4859,El paisaje es copioso.,Krajina je bohatý.,ne
corona boreal / hemisferio boreal,severní polární záře / severní polokoule,4860,Ahora mismo pienso en corona boreal.,Teď myslím na tohle: severní polární záře.,ne
regar (el riego),zavlažovat,4861,"Quiero regar hoy, sin prisa.","Dnes chci zavlažovat, bez spěchu.",ne
regar (el riego),zalévat,4862,Necesito regar antes de salir.,Potřebuji zalévat před odchodem.,ne
la sustitución,náhrada,4863,En la caja hay la sustitución.,V krabici je náhrada.,ne
la sustitución,výměna,4864,Necesito la sustitución para este trabajo.,Na tuhle práci potřebuji výměna.,ne
la sustitución,substituce,4865,Hoy vemos la sustitución por primera vez.,Dnes poprvé vidíme substituce.,ne
el césped,trávník,4866,En el mapa aparece el césped.,Na mapě je trávník.,ne
"ciudadano, cuidadana",občan,4867,,"Hoy el día está ciudadano., Dnes je den občan.",ne
"ciudadano, cuidadana",občanka,4868,Su voz suena ciudadano.,Jeho/její hlas zní občanka.,ne
"ciudadano, cuidadana",občanský,4869,El paisaje es ciudadano.,Krajina je občanský.,ne
"ciudadano, cuidadana",městský,4870,Ahora mismo me siento ciudadano.,Teď se cítím městský.,ne
"ciudadano, cuidadana",veřejný,4871,Este lugar parece ciudadano.,Tohle místo je veřejný.,ne
la voz / hablar en voz baja (alta),hlas / mluvit potichu (nahlas),4872,"Aquí está la voz, justo delante.","Tady je hlas, přímo před námi.",ne
el informe médico / el informe de revisión,lékařská zpráva / revizní zpráva,4873,En la caja hay el informe médico.,V krabici je lékařská zpráva.,ne
alentar,povzbudit,4874,Vamos a alentar un momento.,Pojďme povzbudit na chvilku.,ne
alentar,dodat odvahu,4875,Intento alentar mejor cada día.,Snažím se dodat odvahu každý den lépe.,ne
malgastar,mrhat,4876,"Quiero malgastar hoy, sin prisa.","Dnes chci mrhat, bez spěchu.",ne
malgastar,plýtvat,4877,Necesito malgastar antes de salir.,Potřebuji plýtvat před odchodem.,ne
malgastar,promarnit,4878,Me gusta malgastar cuando tengo tiempo.,"Když mám čas, baví mě promarnit.",ne
"ciervo, cierva",jelen,4879,El paisaje es ciervo.,Krajina je jelen.,ne
"ciervo, cierva",laň,4880,Ahora mismo me siento ciervo.,Teď se cítím laň.,ne
"ciervo, cierva",roháč obecný,4881,Este lugar parece ciervo.,Tohle místo je roháč obecný.,ne
la cumbre,vrchol,4882,"Aquí está la cumbre, justo delante.","Tady je vrchol, přímo před námi.",ne
la cumbre,vrcholek hory,4883,En la caja hay la cumbre.,V krabici je vrcholek hory.,ne
la cumbre,vrcholná schůzka,4884,Necesito la cumbre para este trabajo.,Na tuhle práci potřebuji vrcholná schůzka.,ne
sorprender,překvapit,4885,Intento sorprender mejor cada día.,Snažím se překvapit každý den lépe.,ne
sorprender,udivit,4886,"Quiero sorprender hoy, sin prisa.","Dnes chci udivit, bez spěchu.",ne
la altitud,nadmořská výška,4887,"Aquí está la altitud, justo delante.","Tady je nadmořská výška, přímo před námi.",ne
níveo,sněžný,4888,Su voz suena níveo.,Jeho/její hlas zní sněžný.,ne
níveo,sněhobílý,4889,El paisaje es níveo.,Krajina je sněhobílý.,ne
"musulmán, musulmána",muslim,4890,,"Ahora mismo pienso en musulmán., Teď myslím na tohle: muslim.",ne
"musulmán, musulmána",muslimka,4891,,"Hoy hablamos de musulmán un momento., Dnes chvíli mluvíme o tomhle: muslimka.",ne
"musulmán, musulmána",muslimský,4892,,"musulmán es importante para este tema., muslimský je důležité pro tohle téma.",ne
"musulmán, musulmána",islámský,4893,,"Sin musulmán, todo cambia., Bez tohohle se všechno mění: islámský.",ne
el balneario,lázně,4894,Necesito el balneario para este trabajo.,Na tuhle práci potřebuji lázně.,ne
el balneario,lázeňský,4895,Hoy vemos el balneario por primera vez.,Dnes poprvé vidíme lázeňský.,ne
atraer,přitahovat,4896,"Quiero atraer hoy, sin prisa.","Dnes chci přitahovat, bez spěchu.",ne
atraer,přilákat,4897,Necesito atraer antes de salir.,Potřebuji přilákat před odchodem.,ne
atraer,přivábit,4898,Me gusta atraer cuando tengo tiempo.,"Když mám čas, baví mě přivábit.",ne
la pena,trest,4899,Necesito la pena para este trabajo.,Na tuhle práci potřebuji trest.,ne
la pena,smutek,4900,Hoy vemos la pena por primera vez.,Dnes poprvé vidíme smutek.,ne
la pena,trápení,4901,En el mapa aparece la pena.,Na mapě je trápení.,ne
pena de muerte / pena de capital,trest smrti,4902,pena de muerte es importante para este tema.,trest smrti je důležité pro tohle téma.,ne
¡Qué pena ! / Vale la pena probarlo.,Je mi to líto. / To stojí za zkoušku.,4903,"Sin ¡Qué pena !, todo cambia.",Bez tohohle se všechno mění: Je mi to líto..,ne
empinado,strmý,4904,El paisaje es empinado.,Krajina je strmý.,ne
empinado,příkrý,4905,Ahora mismo me siento empinado.,Teď se cítím příkrý.,ne
empinado,srázný,4906,Este lugar parece empinado.,Tohle místo je srázný.,ne
empinado,vztyčený,4907,Hoy el día está empinado.,Dnes je den vztyčený.,ne
el peñasco,skalisko,4908,En la caja hay el peñasco.,V krabici je skalisko.,ne
la ascensión,výstup,4909,Necesito la ascensión para este trabajo.,Na tuhle práci potřebuji výstup.,ne
la ascensión,na nebe vstoupení,4910,Hoy vemos la ascensión por primera vez.,Dnes poprvé vidíme na nebe vstoupení.,ne
"retorcer, 1.retuerzo",překroutit,4911,"Quiero retorcer hoy, sin prisa.","Dnes chci překroutit, bez spěchu.",ne
"retorcer, 1.retuerzo",zkroutit,4912,Necesito retorcer antes de salir.,Potřebuji zkroutit před odchodem.,ne
"retorcer, 1.retuerzo",stočit,4913,Me gusta retorcer cuando tengo tiempo.,"Když mám čas, baví mě stočit.",ne
"retorcer, 1.retuerzo",svíjet se,4914,Vamos a retorcer un momento.,Pojďme svíjet se na chvilku.,ne
la joya / alhaja,šperk,4915,Hoy vemos la joya por primera vez.,Dnes poprvé vidíme šperk.,ne
la joya / alhaja,klenot,4916,En el mapa aparece la joya.,Na mapě je klenot.,ne
la taberna,hospoda,4917,"Aquí está la taberna, justo delante.","Tady je hospoda, přímo před námi.",ne
la taberna,hostinec,4918,En la caja hay la taberna.,V krabici je hostinec.,ne
el sendero,stezka,4919,Necesito el sendero para este trabajo.,Na tuhle práci potřebuji stezka.,ne
el sendero,cestička,4920,Hoy vemos el sendero por primera vez.,Dnes poprvé vidíme cestička.,ne
el sendero,pěšinka,4921,En el mapa aparece el sendero.,Na mapě je pěšinka.,ne
escaso / la escasez,nepatrný,4922,Hoy el día está escaso.,Dnes je den nepatrný.,ne
escaso / la escasez,vzácný,4923,Su voz suena escaso.,Jeho/její hlas zní vzácný.,ne
escaso / la escasez,necelý,4924,El paisaje es escaso.,Krajina je necelý.,ne
escaso / la escasez,skromný / nedostatek,4925,Ahora mismo me siento escaso.,Teď se cítím skromný.,ne
escaso / la escasez,nouze,4926,Este lugar parece escaso.,Tohle místo je nouze.,ne
el minero,horník,4927,"Aquí está el minero, justo delante.","Tady je horník, přímo před námi.",ne
el minero,havíř,4928,En la caja hay el minero.,V krabici je havíř.,ne
el minero,hornický,4929,Necesito el minero para este trabajo.,Na tuhle práci potřebuji hornický.,ne
artesanal,řemeslný,4930,Ahora mismo me siento artesanal.,Teď se cítím řemeslný.,ne
artesanal,řemesnický,4931,Este lugar parece artesanal.,Tohle místo je řemesnický.,ne
la ramera,kurva,4932,"Aquí está la ramera, justo delante.","Tady je kurva, přímo před námi.",ne
la ramera,děvka,4933,En la caja hay la ramera.,V krabici je děvka.,ne
la ramera,šlapka,4934,Necesito la ramera para este trabajo.,Na tuhle práci potřebuji šlapka.,ne
la manta,deka,4935,Hoy vemos la manta por primera vez.,Dnes poprvé vidíme deka.,ne
la manta,pokrývka,4936,En el mapa aparece la manta.,Na mapě je pokrývka.,ne
la manta,přehoz,4937,"Aquí está la manta, justo delante.","Tady je přehoz, přímo před námi.",ne
la manta,rejnok,4938,En la caja hay la manta.,V krabici je rejnok.,ne
la alcachofa,artyčok,4939,Necesito la alcachofa para este trabajo.,Na tuhle práci potřebuji artyčok.,ne
guisado,vařený,4940,Ahora mismo me siento guisado.,Teď se cítím vařený.,ne
guisado,dušený,4941,Este lugar parece guisado.,Tohle místo je dušený.,ne
la vaina,lusk,4942,"Aquí está la vaina, justo delante.","Tady je lusk, přímo před námi.",ne
la vaina,pochva meče,4943,En la caja hay la vaina.,V krabici je pochva meče.,ne
el bizcocho,piškot,4944,Necesito el bizcocho para este trabajo.,Na tuhle práci potřebuji piškot.,ne
hallar / hallar culpable por alg,najít,4945,Intento hallar mejor cada día.,Snažím se najít každý den lépe.,ne
hallar / hallar culpable por alg,nalézt,4946,"Quiero hallar hoy, sin prisa.","Dnes chci nalézt, bez spěchu.",ne
hallar / hallar culpable por alg,shledat / shledat vinným z čeho,4947,Necesito hallar antes de salir.,Potřebuji shledat před odchodem.,ne
el hallazgo,nález,4948,En la caja hay el hallazgo.,V krabici je nález.,ne
el hallazgo,nalezení,4949,Necesito el hallazgo para este trabajo.,Na tuhle práci potřebuji nalezení.,ne
el hallazgo,objev,4950,Hoy vemos el hallazgo por primera vez.,Dnes poprvé vidíme objev.,ne
"profundo, hondo / plato hondo",hluboký / hluboký talíř,4951,Este lugar parece profundo.,Tohle místo je hluboký.,ne
ermitaño,poustevník,4952,Hoy el día está ermitaño.,Dnes je den poustevník.,ne
ermitaño,samotář,4953,Su voz suena ermitaño.,Jeho/její hlas zní samotář.,ne
a mi parecer,podle mého soudu,4954,Vamos a a mi parecer un momento.,Pojďme podle mého soudu na chvilku.,ne
la tela (de araña),látka,4955,Hoy vemos la tela por primera vez.,Dnes poprvé vidíme látka.,ne
la tela (de araña),tkanina,4956,En el mapa aparece la tela.,Na mapě je tkanina.,ne
la tela (de araña),pavučina,4957,"Aquí está la tela, justo delante.","Tady je pavučina, přímo před námi.",ne
ligar con / ligar / ligado,flirtovat,4958,Me gusta ligar con cuando tengo tiempo.,"Když mám čas, baví mě flirtovat.",ne
ligar con / ligar / ligado,mít pletky s / svázat,4959,Vamos a ligar con un momento.,Pojďme mít pletky s na chvilku.,ne
ligar con / ligar / ligado,spojit / spojený,4960,Intento ligar con mejor cada día.,Snažím se spojit každý den lépe.,ne
ligar con / ligar / ligado,souvisí,4961,"Quiero ligar con hoy, sin prisa.","Dnes chci souvisí, bez spěchu.",ne
revelar / revelar un secreto,odhalit,4962,Necesito revelar antes de salir.,Potřebuji odhalit před odchodem.,ne
revelar / revelar un secreto,prozradit / prozradit tajemství,4963,Me gusta revelar cuando tengo tiempo.,"Když mám čas, baví mě prozradit.",ne
cortejar a mujer,dvořit se ženě,4964,Vamos a cortejar a mujer un momento.,Pojďme dvořit se ženě na chvilku.,ne
hacer caso a alg(n),souhlasit,4965,Intento hacer caso a alg mejor cada día.,Snažím se souhlasit každý den lépe.,ne
hacer caso a alg(n),být srozuměný,4966,"Quiero hacer caso a alg hoy, sin prisa.","Dnes chci být srozuměný, bez spěchu.",ne
