ES,CZ,Order,Sentence,SentenceT,L
el hocico / ¡Cierra el hocico !,čenich,5035,"Sabes, practico hoy la palabra «el hocico / ¡Cierra el hocico !».",Včera večer používám slovo „čenich“ ve větě.,ne
el hocico / ¡Cierra el hocico !,rypák,5036,"Imagínate, recuerdo bien la palabra «el hocico / ¡Cierra el hocico !».",Vážně řeknu „rypák“ a všichni rozumí.,ne
el hocico / ¡Cierra el hocico !,tlama / Zavři tlamu!,5037,"Imagínate, digo «el hocico / ¡Cierra el hocico !» y todos entienden.",Skoro nikdy si dobře pamatuji slovo „tlama / Zavři tlamu!“.,ne
el arbusto,keř,5038,"Vale, escucho la palabra «el arbusto» en clase.",Dnes si dobře pamatuji slovo „keř“.,ne
arbusto de hoja caduca,opadavý keř,5039,"Mira, uso la palabra «arbusto de hoja caduca» en una frase.",Najednou slyším slovo „opadavý keř“ ve třídě.,ne
agachar,ohnout,5040,Pues escucho la palabra «agachar» en clase.,"Dobře, dnes procvičuji slovo „ohnout“.",ne
agachar,sklonit,5041,"Imagínate, uso la palabra «agachar» en una frase.",Takže slyším slovo „sklonit“ ve třídě.,ne
agachar,sklopit,5042,Pues digo «agachar» y todos entienden.,Vážně slyším slovo „sklopit“ ve třídě.,ne
el liquen,lišejník,5043,De repente escribo «el liquen» en mi cuaderno.,"Jasně, používám slovo „lišejník“ ve větě.",ne
"sumergir (se), zambulir",potopit,5044,"En serio escucho la palabra «sumergir (se), zambulir» en clase.","Tak, používám slovo „potopit“ ve větě.",ne
"sumergir (se), zambulir",ponořit(se),5045,"Casi nunca escucho la palabra «sumergir (se), zambulir» en clase.",Vážně dnes procvičuji slovo „ponořit(se)“.,ne
ágil,čilý,5046,"Dime, uso la palabra «ágil» en una frase.","Víš, si dobře pamatuji slovo „čilý“.",ne
ágil,hbitý,5047,A veces uso la palabra «ágil» en una frase.,Skoro nikdy řeknu „hbitý“ a všichni rozumí.,ne
ágil,mrštný,5048,Ahora recuerdo bien la palabra «ágil».,No řeknu „mrštný“ a všichni rozumí.,ne
ágil,obratný,5049,"Oye, escucho la palabra «ágil» en clase.",Vážně používám slovo „obratný“ ve větě.,ne
gato montés,kočka divoká,5050,A veces escucho la palabra «gato montés» en clase.,Najednou řeknu „kočka divoká“ a všichni rozumí.,ne
aficionado (afición = koníček),amatér,5051,Casi nunca digo «aficionado (afición = koníček)» y todos entienden.,No používám slovo „amatér“ ve větě.,ne
aficionado (afición = koníček),nadšenec,5052,Esta mañana recuerdo bien la palabra «aficionado (afición = koníček)».,No píšu „nadšenec“ do sešitu.,ne
aficionado (afición = koníček),fanoušek,5053,De repente digo «aficionado (afición = koníček)» y todos entienden.,Konečně používám slovo „fanoušek“ ve větě.,ne
avanzar,posunout,5054,A veces escribo «avanzar» en mi cuaderno.,No dnes procvičuji slovo „posunout“.,ne
avanzar,postoupit vpřed,5055,"Imagínate, uso la palabra «avanzar» en una frase.","Víš, používám slovo „postoupit vpřed“ ve větě.",ne
avanzar,pokročit,5056,Casi nunca practico hoy la palabra «avanzar».,Teď používám slovo „pokročit“ ve větě.,ne
inclemente,nelítostný,5057,"Sabes, digo «inclemente» y todos entienden.",Teď slyším slovo „nelítostný“ ve třídě.,ne
inclemente,nemilosrdný,5058,"Claro, escribo «inclemente» en mi cuaderno.",Vážně řeknu „nemilosrdný“ a všichni rozumí.,ne
inclemente,tvrdý,5059,"Claro, practico hoy la palabra «inclemente».",Včera večer slyším slovo „tvrdý“ ve třídě.,ne
inclemente,drsný,5060,Hoy practico hoy la palabra «inclemente».,Teď si dobře pamatuji slovo „drsný“.,ne
inclemente,nevlídný,5061,Hoy escucho la palabra «inclemente» en clase.,"Představ si, dnes procvičuji slovo „nevlídný“.",ne
la arenisca,pískovec,5062,Hoy digo «la arenisca» y todos entienden.,"Dobře, si dobře pamatuji slovo „pískovec“.",ne
"asno, asna / burro",osel,5063,"Imagínate, practico hoy la palabra «asno, asna / burro».","Poslouchej, si dobře pamatuji slovo „osel“.",ne
"asno, asna / burro",oslice / osel,5064,"A veces practico hoy la palabra «asno, asna / burro».","Víš, slyším slovo „oslice / osel“ ve třídě.",ne
proporcionar,obstarat,5065,Anoche recuerdo bien la palabra «proporcionar».,Skoro nikdy píšu „obstarat“ do sešitu.,ne
proporcionar,poskytnout,5066,Casi nunca practico hoy la palabra «proporcionar».,No slyším slovo „poskytnout“ ve třídě.,ne
proporcionar,dát,5067,"Oye, escribo «proporcionar» en mi cuaderno.",No slyším slovo „dát“ ve třídě.,ne
gratuito,bezplatný,5068,"Vale, practico hoy la palabra «gratuito».","Dobře, dnes procvičuji slovo „bezplatný“.",ne
gratuito,zdarma,5069,Anoche escribo «gratuito» en mi cuaderno.,"Hele, si dobře pamatuji slovo „zdarma“.",ne
gratuito,neopodstatněný,5070,Entonces practico hoy la palabra «gratuito».,"Jasně, řeknu „neopodstatněný“ a všichni rozumí.",ne
gratuito,nepodložený,5071,Casi nunca digo «gratuito» y todos entienden.,Vždy dnes procvičuji slovo „nepodložený“.,ne
gratis,bezplatný,5072,"Vale, escribo «gratis» en mi cuaderno.",Vážně píšu „bezplatný“ do sešitu.,ne
gratis,zdarma,5073,"Vale, recuerdo bien la palabra «gratis».","Poslouchej, píšu „zdarma“ do sešitu.",ne
acuciante,naléhavý,5074,"Claro, recuerdo bien la palabra «acuciante».",Dnes ráno dnes procvičuji slovo „naléhavý“.,ne
acuciante,palčivý,5075,"Bueno, recuerdo bien la palabra «acuciante».","Řekni, řeknu „palčivý“ a všichni rozumí.",ne
acuciante,tísnivý,5076,Siempre practico hoy la palabra «acuciante».,"Představ si, používám slovo „tísnivý“ ve větě.",ne
suministrar (proporcionar),dodat,5077,"Vale, digo «suministrar (proporcionar)» y todos entienden.",Takže řeknu „dodat“ a všichni rozumí.,ne
suministrar (proporcionar),zajistit,5078,"Oye, escribo «suministrar (proporcionar)» en mi cuaderno.",Teď používám slovo „zajistit“ ve větě.,ne
suministrar (proporcionar),obstarat,5079,Siempre uso la palabra «suministrar (proporcionar)» en una frase.,Konečně slyším slovo „obstarat“ ve třídě.,ne
deplorar,litovat,5080,Por fin practico hoy la palabra «deplorar».,"Dobře, řeknu „litovat“ a všichni rozumí.",ne
deplorar,naříkat,5081,Esta mañana practico hoy la palabra «deplorar».,Takže používám slovo „naříkat“ ve větě.,ne
el ingreso,vstup,5082,"Oye, escucho la palabra «el ingreso» en clase.","Poslouchej, slyším slovo „vstup“ ve třídě.",ne
el ingreso,nástup,5083,Hoy practico hoy la palabra «el ingreso».,"Dobře, řeknu „nástup“ a všichni rozumí.",ne
el ingreso,přijetí,5084,Por fin uso la palabra «el ingreso» en una frase.,Někdy si dobře pamatuji slovo „přijetí“.,ne
el ingreso,příjem,5085,Anoche practico hoy la palabra «el ingreso».,Najednou dnes procvičuji slovo „příjem“.,ne
ingreso per cápita / ingreso libre de impuestos,příjem na hlavu / příjem osvobozený od daní,5086,Ahora digo «ingreso per cápita / ingreso libre de impuestos» y todos entienden.,"Tak, používám slovo „příjem na hlavu / příjem osvobozený od daní“ ve větě.",ne
ingreso de pacientes / entrevista de ingreso,příjem pacientů / přijímací pohovor,5087,En serio uso la palabra «ingreso de pacientes / entrevista de ingreso» en una frase.,Teď používám slovo „příjem pacientů / přijímací pohovor“ ve větě.,ne
la entrevista (revista = časopis),setkání,5088,"Sabes, practico hoy la palabra «la entrevista (revista = časopis)».","Dobře, slyším slovo „setkání“ ve třídě.",ne
la entrevista (revista = časopis),schůzka,5089,Entonces escribo «la entrevista (revista = časopis)» en mi cuaderno.,Skoro nikdy si dobře pamatuji slovo „schůzka“.,ne
la entrevista (revista = časopis),pohovor,5090,Pues recuerdo bien la palabra «la entrevista (revista = časopis)».,"Tak, dnes procvičuji slovo „pohovor“.",ne
la entrevista (revista = časopis),interview,5091,Pues uso la palabra «la entrevista (revista = časopis)» en una frase.,Včera večer řeknu „interview“ a všichni rozumí.,ne
la yegua,klisna,5092,"Oye, uso la palabra «la yegua» en una frase.",Včera večer si dobře pamatuji slovo „klisna“.,ne
la yegua,kobyla,5093,Entonces recuerdo bien la palabra «la yegua».,Vážně slyším slovo „kobyla“ ve třídě.,ne
la yegua,atraktivní žena,5094,Esta mañana escucho la palabra «la yegua» en clase.,"Hele, používám slovo „atraktivní žena“ ve větě.",ne
trasero / freno trasero,zadní,5095,"Bueno, escucho la palabra «trasero / freno trasero» en clase.",No píšu „zadní“ do sešitu.,ne
trasero / freno trasero,zadek / zadní brzda,5096,"Dime, uso la palabra «trasero / freno trasero» en una frase.","Poslouchej, dnes procvičuji slovo „zadek / zadní brzda“.",ne
la garganta,hrdlo,5097,Anoche recuerdo bien la palabra «la garganta».,Vážně slyším slovo „hrdlo“ ve třídě.,ne
la garganta,krk,5098,Casi nunca practico hoy la palabra «la garganta».,Teď používám slovo „krk“ ve větě.,ne
Me duele la garganta. / Me pica la garganta.,Bolí mě v krku. / Škrábe mě v krku.,5099,"Mira, escucho la palabra «Me duele la garganta. / Me pica la garganta.» en clase.",No používám slovo „Bolí mě v krku. / Škrábe mě v krku.“ ve větě.,ne
Tengo un nudo en la garganta / el estómago.,Mám sevřené hrdlo / sevřený žaludek.,5100,"Claro, uso la palabra «Tengo un nudo en la garganta / el estómago.» en una frase.",Takže dnes procvičuji slovo „Mám sevřené hrdlo / sevřený žaludek.“.,ne
el galope / ir a galope (tendido),cval,5101,Por fin recuerdo bien la palabra «el galope / ir a galope (tendido)».,Dnes dnes procvičuji slovo „cval“.,ne
el galope / ir a galope (tendido),trysk / jet tryskem,5102,Esta mañana recuerdo bien la palabra «el galope / ir a galope (tendido)».,"Představ si, si dobře pamatuji slovo „trysk / jet tryskem“.",ne
el establo,stáj,5103,En serio uso la palabra «el establo» en una frase.,Včera večer píšu „stáj“ do sešitu.,ne
el establo,chlév,5104,"Vale, recuerdo bien la palabra «el establo».",Dnes ráno používám slovo „chlév“ ve větě.,ne
propietario,vlastník,5105,De repente digo «propietario» y todos entienden.,No používám slovo „vlastník“ ve větě.,ne
propietario,majitel,5106,Entonces uso la palabra «propietario» en una frase.,Vážně slyším slovo „majitel“ ve třídě.,ne
la almeja,škeble,5107,En serio digo «la almeja» y todos entienden.,"Jasně, slyším slovo „škeble“ ve třídě.",ne
perplejo / quedarse perplejo,rozpačitý,5108,"Bueno, digo «perplejo / quedarse perplejo» y todos entienden.",Takže slyším slovo „rozpačitý“ ve třídě.,ne
perplejo / quedarse perplejo,zaražený,5109,Pues escucho la palabra «perplejo / quedarse perplejo» en clase.,Vždy píšu „zaražený“ do sešitu.,ne
perplejo / quedarse perplejo,zmatený / ocitnout se v rozpacích,5110,Siempre escucho la palabra «perplejo / quedarse perplejo» en clase.,Dnes si dobře pamatuji slovo „zmatený / ocitnout se v rozpacích“.,ne
inusual,neobvyklý,5111,"Vale, escribo «inusual» en mi cuaderno.",Konečně si dobře pamatuji slovo „neobvyklý“.,ne
inusual,nevšední,5112,"Mira, uso la palabra «inusual» en una frase.",Konečně si dobře pamatuji slovo „nevšední“.,ne
la postura / expresar su postura ante alg,postoj,5113,"Sabes, escucho la palabra «la postura / expresar su postura ante alg» en clase.","Dobře, si dobře pamatuji slovo „postoj“.",ne
la postura / expresar su postura ante alg,pozice / vyjádřit svůj postoj k čemu,5114,Siempre digo «la postura / expresar su postura ante alg» y todos entienden.,Dnes ráno používám slovo „pozice / vyjádřit svůj postoj k čemu“ ve větě.,ne
instar (a algn a que),naléhat,5115,Hoy digo «instar (a algn a que)» y todos entienden.,Vážně si dobře pamatuji slovo „naléhat“.,ne
instar (a algn a que),nutit (koho aby co),5116,Entonces practico hoy la palabra «instar (a algn a que)».,"Tak, si dobře pamatuji slovo „nutit (koho aby co)“.",ne
breve,krátký,5117,Casi nunca escribo «breve» en mi cuaderno.,"Hele, dnes procvičuji slovo „krátký“.",ne
breve,stručný,5118,De repente escribo «breve» en mi cuaderno.,"Poslouchej, používám slovo „stručný“ ve větě.",ne
preocupante,znepokojivý,5119,Ahora escucho la palabra «preocupante» en clase.,Vážně si dobře pamatuji slovo „znepokojivý“.,ne
probablemente,pravděpodobně,5120,Hoy escucho la palabra «probablemente» en clase.,"Jasně, používám slovo „pravděpodobně“ ve větě.",ne
el hueso / huesudo,kost,5121,Esta mañana escribo «el hueso / huesudo» en mi cuaderno.,Skoro nikdy řeknu „kost“ a všichni rozumí.,ne
el hueso / huesudo,pecka / kostnatý,5122,Anoche escucho la palabra «el hueso / huesudo» en clase.,Dnes ráno řeknu „pecka / kostnatý“ a všichni rozumí.,ne
así como / así como así,tak jako,5123,De repente recuerdo bien la palabra «así como / así como así».,"Poslouchej, slyším slovo „tak jako“ ve třídě.",ne
así como / así como así,stejně jako / tak jako tak,5124,A veces digo «así como / así como así» y todos entienden.,Vždy řeknu „stejně jako / tak jako tak“ a všichni rozumí.,ne
la apertura,otevření,5125,"Vale, practico hoy la palabra «la apertura».","Představ si, píšu „otevření“ do sešitu.",ne
la apertura,zahájení,5126,Pues uso la palabra «la apertura» en una frase.,Včera večer dnes procvičuji slovo „zahájení“.,ne
hora de apertura / apertura solemne,otevírací doba / slavnostní zahájení,5127,"Mira, recuerdo bien la palabra «hora de apertura / apertura solemne».",Dnes řeknu „otevírací doba / slavnostní zahájení“ a všichni rozumí.,ne
la cima / llegar a la cima,vrcholek,5128,Anoche uso la palabra «la cima / llegar a la cima» en una frase.,Včera večer používám slovo „vrcholek“ ve větě.,ne
la cima / llegar a la cima,vrchol / dostat se na vrchol,5129,"Dime, escucho la palabra «la cima / llegar a la cima» en clase.","Poslouchej, dnes procvičuji slovo „vrchol / dostat se na vrchol“.",ne
hostil,nepřátelský,5130,"Mira, escribo «hostil» en mi cuaderno.","Řekni, píšu „nepřátelský“ do sešitu.",ne
la moneda / papel moneda,mince,5131,"Oye, practico hoy la palabra «la moneda / papel moneda».",Konečně slyším slovo „mince“ ve třídě.,ne
la moneda / papel moneda,měna / peníze papírové,5132,"Bueno, escucho la palabra «la moneda / papel moneda» en clase.",Konečně řeknu „měna / peníze papírové“ a všichni rozumí.,ne
la moneda / papel moneda,bankovky,5133,Hoy escucho la palabra «la moneda / papel moneda» en clase.,"Dobře, píšu „bankovky“ do sešitu.",ne
el sello,známka,5134,Esta mañana escribo «el sello» en mi cuaderno.,"Hele, si dobře pamatuji slovo „známka“.",ne
el sello,kolek,5135,Entonces uso la palabra «el sello» en una frase.,"Hele, dnes procvičuji slovo „kolek“.",ne
el sello,razítko,5136,Casi nunca digo «el sello» y todos entienden.,"Víš, píšu „razítko“ do sešitu.",ne
el sello,pečeť,5137,Casi nunca escucho la palabra «el sello» en clase.,"Víš, používám slovo „pečeť“ ve větě.",ne
la tripulación,posádka,5138,"Claro, escucho la palabra «la tripulación» en clase.","Dobře, používám slovo „posádka“ ve větě.",ne
la tripulación,osádka,5139,"Mira, digo «la tripulación» y todos entienden.",Dnes ráno dnes procvičuji slovo „osádka“.,ne
la nave / nave espacial,loď,5140,Siempre digo «la nave / nave espacial» y todos entienden.,Dnes ráno řeknu „loď“ a všichni rozumí.,ne
