ES,CZ,Order
la aleta dorsal (caudal),hřbetní (ocasní),6815
la carpa,kapr / stan (v Jižní Am.),6816
el sapo,ropucha,6817
aparcar,zaparkovat,6818
la caliza,vápenec,6819
el páramo,pustina,6820
la fogata / hoguera,táborák,6821
dar con la puerta en las narices a algn,zabouchnout dveře před nosem komu,6822
dar con la mejor solución tecnológica,použít nejlepšího technologického řešení,6823
desalentar,odradit,6824
desalentar,zastrašit,6825
la arca / Arca de Noé,truhla,6826
la arca / Arca de Noé,pokladna,6827
la arca / Arca de Noé,pokladnice / Noemova archa,6828
en sí (mismo),jako takový (per se,6829
en sí (mismo),an sich),6830
desovar,klást vajíčka,6831
desovar,jikry,6832
ofensivo,urážlivý,6833
ofensivo,ofensivní,6834
ofensivo,útočný,6835
el proveedor (proveer),dodavatel (zásobovat,6836
el proveedor (proveer),poskytnout),6837
en la última década,v poslední dekádě,6838
arrasar,zničit,6839
arrasar,srovnat se zemí,6840
arrasar,zalít se,6841
arrasar,naplnit se,6842
el cónyuge / la cónyuge,manžel / manželka,6843
el cónyuge / la cónyuge,choť,6844
valioso,drahocenný,6845
valioso,hodnotný,6846
la risa,úsměv,6847
la risa,smích,6848
la risa,sranda,6849
en cuanto / en cuanto tenga oportunidad,jakmile / hned jak bude příležitost,6850
juzgar a algien / juzgar algo,soudit koho / posoudit,6851
juzgar a algien / juzgar algo,udělat si úsudek o čem,6852
repetir / ¿Puede repetir la pregunta?,zopakovat / můžete tu otázku zopakovat,6853
el guiso,dušený pokrm v pikantní omáčce,6854
crujiente,křupavý,6855
crujiente,praskající,6856
la torrija,sladká topinka,6857
la berenjena,lilek,6858
la berenjena,baklažán,6859
la carrillada,lalok,6860
la carrillada,krkovice?,6861
el mojo,sladkokyselý nálev,6862
el alioli,česneková pasta,6863
gratinar,zapéct se sýrem či bešamelem na povrchu,6864
el canelón,závitek,6865
el canelón,taštička,6866
estofado,dušený,6867
estofado,ozdobený,6868
aderezado,ochucený,6869
aderezado,okořeněný,6870
mojar (se) / mojado,navhlčit,6871
mojar (se) / mojado,zvlhčit,6872
mojar (se) / mojado,(zmoknout) / mokrý,6873
el guacamole,avokádová omáčka (salát),6874
el pastel (postre),zákusek,6875
el pastel (postre),pastel,6876
el pastel (postre),pirožek,6877
atrevido,smělý,6878
atrevido,troufalý,6879
atrevido,drzý,6880
poquito,maličký,6881
poquito,trošičku,6882
poquito,maličko,6883
el paté (de pavo) / foie de oca,paštika (krůtí) / husí játra (francouzsky),6884
el cocción / punto de cocción,vaření,6885
el cocción / punto de cocción,pečení / bod varu,6886
el aliño,přísada,6887
el aliño,ochucení,6888
la lombarda,červené zelí,6889
el salmorejo,rajčatový krém (studená polévka),6890
el dátil,datle,6891
el membrillo,kdoule,6892
el faisán,bažant,6893
el esturión,jeseter,6894
la espinaca,špenát,6895
la trufa,lanýž,6896
la mousse (de chocolate),krém,6897
la mousse (de chocolate),pěna (čokoládová),6898
novillo, novilla,mladý býček,6899
novillo, novilla,jalovice,6900
quitarse la ropa, desarroparse, desnudarse,svléct se,6901
pachón,flegmatik,6902
pachón,flegmatický,6903
abarcar,zahrnovat,6904
abarcar,obsahovat,6905
la franja / Franja de Gaz,pruh,6906
la franja / Franja de Gaz,pás / Pásmo Gazy,6907
el bamboleo,kývání,6908
el bamboleo,kymácení,6909
el bamboleo,kolébání,6910
meticuloso,důsledný,6911
meticuloso,puntičkářský,6912
boicotear,bojkotovat,6913
boicotear,bránit čemu,6914
innecesario,nepotřebný,6915
innecesario,zbytečný,6916
la maquinaria / maquinaria pesada,mechanismus / těžké strojírenství,6917
desplazar,přemístit,6918
desplazar,přesunout,6919
plegar / (re)doblar,přehnout,6920
plegar / (re)doblar,složit / zdvojit,6921
plegar / (re)doblar,ohnout,6922
plegar / (re)doblar,přehnout,6923
estar de pie / entradas para estar de pie,stát na nohou / místa k stání,6924
el derecho / tener derecho,pravý,6925
el derecho / tener derecho,rovný,6926
el derecho / tener derecho,právo / mít právo,6927
factible (realizable, viable),proveditelný,6928
factible (realizable, viable),realizovatelný,6929
el reno,sob,6930
ganadero / el ganado,dobytkář,6931
ganadero / el ganado,pasák / dobytek,6932
el terreno,pozemek,6933
el terreno,pozemský,6934
el terreno,terén,6935
el barbecho,úhor,6936
el fertilizante / el abono,hnojivo,6937
el riego,zavlažování,6938
el riego,zalévání,6939
mísero,ubohý,6940
mísero,mizerný,6941
la directriz (directrices),směrnice,6942
el bienestar / Estado de bienestar,blahobyt,6943
el bienestar / Estado de bienestar,pohoda / sociální stát,6944
el comedero,koryto,6945
el comedero,krmítko,6946
contraer (se),dostat nemoc,6947
contraer (se),smrštit,6948
contraer (se),skrčit (smrštit se,6949
contraer (se),šířit nemoc),6950
y de paso,a při té příležitosti,6951
y de paso,a současně,6952
la infección / el contagio,nákaza,6953
la infección / el contagio,infekce,6954
la bandada,hejno,6955
el pinzón,pěnkava,6956
el carbonero,sýkorka koňadra,6957
la gaviota,racek,6958
el cárabo,střevlík,6959
el cárabo,puštík obecný,6960
la conjuntivitis,zánět spojivek,6961
ileso,bez újmy,6962
ileso,nezraněný,6963
ileso,nepoškozený,6964
sin pena ni gloria,nijak slavně,6965
sin pena ni gloria,neslavně,6966
sin pena ni gloria,žádná sláva,6967
dimitir,odstoupit,6968
dimitir,podat demisi,6969
la cadena / cadena perpetua,řetěz,6970
la cadena / cadena perpetua,řetízek / doživotní trest,6971
la cadena / cadena perpetua,doživotí,6972
el burdel,nevěstinec,6973
el burdel,bordel,6974
la vendimia,vinobraní,6975
el buitre,sup,6976
el crepúsculo / en crepúsculo de la vida,soumrak / na sklonku života,6977
la bomba,bomba,6978
la bomba,čerpadlo,6979
la veracidad,pravdivost,6980
agudo / puntiagudo,ostrý,6981
agudo / puntiagudo,špičatý,6982
agudo / puntiagudo,bystrý,6983
agudo / puntiagudo,pronikavý / zašpičatělý,6984
silbar / el silbido / la chifla,pískat,6985
silbar / el silbido / la chifla,hvízdat / hvízdání (ústy) / hvízdaní na píšťalku (píšťala),6986
fielmente,věrně (zobrazit),6987
fielmente,oddaně,6988
el vértice,vrchol,6989
el cuadrado / elevar al cuadrado,čtverec,6990
el cuadrado / elevar al cuadrado,čtvercový,6991
el cuadrado / elevar al cuadrado,2.mocnina / umocnit na 2.,6992
el rectángulo / triángulo rectángulo,obdélník,6993
el rectángulo / triángulo rectángulo,pravoúhlý / pravoúhlý trojúhelník,6994
la cara,strana (geometrického útvaru),6995
la arista,hrana (například krychle),6996
(la) perpendicular / (la) vertical,kolmý (kolmice),6997
el tornillo,šroub,6998
el tornillo,svěrák,6999
la palanca / palanca de cambios,páka / řadicí páka,7000
la barra,tyč,7001
la barra,tyčinka,7002
la barra,veka,7003
la barra,lomítko,7004
la barra,hrazda,7005
la barra,barový pult,7006
el pintalabios / la barra de labios,rtěnka,7007
la balanza (de cocina) / balanza de pagos,váha (kuchyňská) / platební bilance,7008
la desviación,odchylka,7009
la desviación,úchylka,7010
la desviación,odbočka,7011
la desviación,objížďka,7012
exigente,náročný,7013
la berlina,sedan,7014
influenciar / afectar,ovlivnit / ovlivnit,7015
influenciar / afectar,týkat se,7016
peculiar,charakteristický,7017
peculiar,osobitý,7018
peculiar,jedinečný,7019
el entorno / entorno familiar,prostředí / rodinné prostředí,7020
la mora,ostružina,7021
la burbuja,bublina,7022
la burbuja,bublinka,7023
a la vez, al mismo tiempo,zároveň,7024
a la vez, al mismo tiempo,současně,7025
saquear,vyplenit,7026
saquear,vybrakovat,7027
el regazo,klín (část těla),7028
privar de algo,zbavit se čeho,7029
restituir (restitución, devolución),vrátit,7030
restituir (restitución, devolución),navrátit (navrácení),7031
la tasa / tasa de inflación / tasa de interés,míra,7032
la tasa / tasa de inflación / tasa de interés,poplatek,7033
la tasa / tasa de inflación / tasa de interés,sazba / míra inflace / úroková sazba,7034
soportar,strpět,7035
soportar,snést,7036
el viudo, la viuda,vdovec,7037
el viudo, la viuda,vdova,7038
golpe de Estado,státní převrat,7039
el marfil / Costa de Marfil / el mármol,slonovina / Pobřeží Slonoviny / mramor,7040
menguar,ubrat,7041
menguar,zmenšit,7042
menguar,ubývat,7043
la cadera (el costado),kyčel,7044
la cadera (el costado),bok,7045
la úlcera, el absceso,vřed,7046
la úlcera, el absceso,bolák,7047
la cavidad bucal,dutina ústní,7048
la jeringuilla,injekční stříkačka,7049
encomendar,svěřit,7050
encomendar,dát na starost,7051
encomendar,vydat se do rukou,7052
imponerse,prosadit se,7053
cabalgar,jezdit na koni,7054
la anécdota,historka,7055
la anécdota,příběh,7056
la anécdota,příhoda,7057
alusión a alg(n) / hacer alusiones a alg(n),narážka,7058
alusión a alg(n) / hacer alusiones a alg(n),poukázání na ... / dělat narážky na ...,7059
la llanura,rovina,7060
la llanura,planina,7061
el sátrapa,despota,7062
el sátrapa,tyran,7063
el sátrapa,diktátor,7064
la tiza / Cretáceo,křída / období křídy,7065
el testimonio / falso testimonio,svědectví / křivé svědectví,7066
perseguir,pronásledovat,7067
perseguir,obtěžovat,7068
perseguir,perzekuovat,7069
apodado (el apodo),přezdívaný (přezdívka),7070
predecir,předpovědět,7071
prever,předvídat,7072
el jinete,jezdec,7073
la nalga / las nalgas,hýždě,7074
componente,člen,7075
componente,členka,7076
componente,složka,7077
componente,komponent,7078
humillante,ponižující,7079
humillante,pokořující,7080
coincidir,shodovat se,7081
coincidir,krýt se,7082
coincidir,nastat zároveň,7083
el chisme (chiste = vtip),klep,7084
el chisme (chiste = vtip),drb,7085
subsiguiente,bezprostředně následující,7086
el carnero,beran,7087
el carnero,skopec,7088
el cuerno / ¡Vete al cuerno !,roh,7089
el cuerno / ¡Vete al cuerno !,paroh,7090
el cuerno / ¡Vete al cuerno !,tykadlo / Jdi k šípku!,7091
el brazalete,náramek,7092
la peluca,paruka,7093
las posaderas,zadek,7094
las posaderas,zadnice,7095
las posaderas,pozadí,7096
rescatar,vysvobodit,7097
rescatar,vykoupit,7098
rescatar,zachránit,7099
exhaustivo,vyčerpávající (výklad),7100
patrón,zaměstnavatel,7101
patrón,patron,7102
patrón,model,7103
patrón,vzor,7104
terminar,ukončit,7105
terminar,skončit,7106
terminar,završit,7107
terminar,dodělat,7108
la dosis,dávka (léku,7109
la dosis,energie...),7110
renunciar / renunciar al cargo,vzdát se,7111
renunciar / renunciar al cargo,zříci se,7112
renunciar / renunciar al cargo,odmítnout / vzdát se úřadu,7113
el arrepentimiento,lítost,7114
el arrepentimiento,pokání,7115
la infidelidad,nevěra,7116
la asa,držadlo,7117
la asa,ucho,7118
la asa,ouško,7119
coronel / teniente coronel,plukovník / podplukovník,7120
el / la teniente,poručík,7121
el / la teniente,zástupce,7122
el / la teniente,zástupkyně,7123
el almirante,admirál,7124
el cordón / cordón umbilical,tkanička,7125
el cordón / cordón umbilical,šňůrka / pupeční šňůra,7126
la circuncisión,obřízka,7127
la honradez,čestnost,7128
la honradez,poctivost,7129
el vicio,neřest,7130
el vicio,zlozvyk,7131
suprimir,potlačit,7132
masticar / masticación,žvýkat,7133
masticar / masticación,rozžvýkat / žvýkání,7134
masticar / masticación,kousání,7135
la polilla (colilla = nedopalek),mol,7136
sobresalir,vynikat,7137
sobresalir,vyčnívat,7138
sobresalir,přečnívat,7139
sobresalir,vystupovat,7140
la rienda / dar rienda suelta,oprať,7141
la rienda / dar rienda suelta,otěž / popustit uzdu,7142
la rienda / dar rienda suelta,dát volný průběh,7143
el apogeo / estar en el apogeo,vrchol (kariéry) / být na vrcholu,7144
el telón (cortina = závěs) / telón de acero,opona / železná opona,7145
el acero (inoxidable),ocel (nerezová),7146
la perturbación / perturbación mental,narušení,7147
la perturbación / perturbación mental,porušení,7148
la perturbación / perturbación mental,porucha / duševní porucha,7149
enseñanza infantil, primaria, seundaria, superior,vzdělávání předškolní,7150
enseñanza infantil, primaria, seundaria, superior,základní,7151
enseñanza infantil, primaria, seundaria, superior,středoškolské,7152
enseñanza infantil, primaria, seundaria, superior,universitní,7153
más bien,spíš,7154
más bien,pravděpodobněji,7155
omitir algo (pasar por alto a algo),vynechat,7156
omitir algo (pasar por alto a algo),opominout,7157
omitir algo (pasar por alto a algo),přehlédnout,7158
prescindir de alg(n),pominout,7159
prescindir de alg(n),vynechat někoho,7160
prescindir de alg(n),nepočítat s,7161
la bondad / bondadoso,dobrota,7162
la bondad / bondadoso,laskavost / dobrácký,7163
la bondad / bondadoso,dobrotivý,7164
abordar,přistoupit k čemu (problému),7165
abordar,nastoupit (autobus),7166
desembarazar,uvolnit,7167
desembarazar,vyklidit,7168
desembarazar,zbavit se,7169
desembarazar,oprostit se,7170
fiable,důvěryhodný,7171
la pastilla,tabletka,7172
la pastilla,prášek,7173
la pastilla,čtvereček (čokolády),7174
la objeción,námitka,7175
Sagrada Escritura,Písmo Svaté,7176
Sagrada Escritura,Bible,7177
la cualidad,vlastnost,7178
condenar a las llamas eternas,odsoudit do věčných plamenů (pekelných),7179
la fecundidad,plodnost,7180
la fecundidad,úrodnost,7181
dondequiera,kdekoliv,7182
dondequiera,kamkoliv,7183
áspero / tosco,drsný,7184
áspero / tosco,hrubý,7185
la carencia (escasez),nedostatek,7186
excremento(s) / la hez (heces) / la boñiga,výkaly,7187
excremento(s) / la hez (heces) / la boñiga,trus,7188
la cinta / cinta adhesiva / cinta métrica,páska,7189
la cinta / cinta adhesiva / cinta métrica,stužka / lepicí páska / krejčovský metr,7190
náufrago,trosečník,7191
náufrago,ztroskotanec,7192
náufrago,zkrachovalec,7193
el cuento / cuento de hadas,povídka,7194
el cuento / cuento de hadas,pohádka / pohádka pro děti,7195
la fábula,pověst,7196
la fábula,bajka,7197
la fábula,pohádka,7198
la fábula,báchorka,7199
la fábula,výmysl,7200
indicar,ukázat,7201
indicar,naznačit,7202
predicar / predicar en el desierto,kázat / mluvit do větru,7203
el oficio,řemeslo,7204
el oficio,povolání,7205
resultar (Resultó ser un cobarde. = Vyklubal se z něho zbabělec.),jevit se,7206
resultar (Resultó ser un cobarde. = Vyklubal se z něho zbabělec.),zdát se,7207
resultar (Resultó ser un cobarde. = Vyklubal se z něho zbabělec.),dopadnout,7208
resultar (Resultó ser un cobarde. = Vyklubal se z něho zbabělec.),skončit,7209
sin orden ni concierto,bez ladu a skladu,7210
sin orden ni concierto,ledabyle,7211
sin orden ni concierto,nesystemeticky,7212
la máxima,princip,7213
la máxima,zásada,7214
la máxima,moudrost,7215
la máxima,výrok,7216
el almidón,škrob,7217
la coliflor,květák,7218
la trinchera,zákop,7219
emprender / emprender un viaje,pustit se,7220
